WigleWifi-1.4,appRelease=1.58,model=LT26i,release=4.1.2,device=LT26i,display=6.2.B.0.200,board=MSM8660_SURF,brand=SEMC
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
72234_96_1844385,AR Personal,HSDPA;ar,2014-01-27 22:55:17,0,-79,-34.59303306,-58.44190149,27.5,4,GSM
00:25:9c:3d:7d:25,Negro,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:55:33,6,-66,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
10:fe:ed:55:17:4c,schneider,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:55:33,5,-66,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
38:60:77:c0:53:29,VILLACRESPO,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:33,6,-70,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
f8:1a:67:57:5a:1e,Telecentro-5A1E,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:55:33,3,-76,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
38:60:77:42:d8:3d,Telecentro-8CB6,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:33,1,-79,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
00:22:b0:45:9f:19,patricio1971,[WPA2-PSK-TKIP][ESS],2014-01-27 22:55:33,2,-80,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
00:1f:c6:71:b1:76,SMR,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:33,6,-84,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
b0:48:7a:86:1d:54,family,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][ESS],2014-01-27 22:55:33,13,-85,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
e0:69:95:99:bb:49,Telecentro-16c8,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:33,11,-86,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
cc:7d:37:e1:51:b8,- Fibertel WiFi409 -,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:33,1,-86,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
7c:bf:b1:55:f4:69,Fibertel WiFi388,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:33,1,-87,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
8c:04:ff:7c:3c:e1,Telecentro-5A1E,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:55:33,6,-87,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
fc:f5:28:b3:58:8b,Peckis,[WPA2-PSK-CCMP][ESS],2014-01-27 22:55:33,11,-87,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
4c:72:b9:3a:c4:ff,Fibertel WiFi104,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:55:33,1,-91,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
c8:3a:35:12:81:a0,Tenda,[WPA-PSK-TKIP][WPS][ESS],2014-01-27 22:55:33,6,-93,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
90:e6:ba:a1:f5:90,LAVADERO FANTASY,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:33,11,-94,-34.59366561,-58.44261151,31.2000007629395,4,WIFI
90:f6:52:f0:56:24,AP-E-Atacama,[WEP][ESS],2014-01-27 22:55:48,7,-67,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
00:25:9c:3d:7d:25,Negro,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:55:48,6,-66,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
10:fe:ed:55:17:4c,schneider,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:55:48,5,-66,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
38:60:77:c0:53:29,VILLACRESPO,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,6,-70,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
f8:1a:67:57:5a:1e,Telecentro-5A1E,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:55:48,3,-76,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
38:60:77:42:d8:3d,Telecentro-8CB6,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,1,-79,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
00:22:b0:45:9f:19,patricio1971,[WPA2-PSK-TKIP][ESS],2014-01-27 22:55:48,2,-80,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
00:1f:c6:71:b1:76,SMR,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,6,-84,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
b0:48:7a:86:1d:54,family,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][ESS],2014-01-27 22:55:48,13,-85,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
e0:69:95:99:bb:49,Telecentro-16c8,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,11,-86,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
cc:7d:37:e1:51:b8,- Fibertel WiFi409 -,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,1,-86,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
7c:bf:b1:55:f4:69,Fibertel WiFi388,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,1,-87,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
8c:04:ff:7c:3c:e1,Telecentro-5A1E,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:55:48,6,-87,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
fc:f5:28:b3:58:8b,Peckis,[WPA2-PSK-CCMP][ESS],2014-01-27 22:55:48,11,-87,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
4c:72:b9:3a:c4:ff,Fibertel WiFi104,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:55:48,1,-91,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
c8:3a:35:12:81:a0,Tenda,[WPA-PSK-TKIP][WPS][ESS],2014-01-27 22:55:48,6,-93,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
90:e6:ba:a1:f5:90,LAVADERO FANTASY,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,11,-94,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
cc:7d:37:f5:4e:27,THE INTERNET,[WPA-PSK-CCMP][ESS],2014-01-27 22:55:48,11,-62,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
9c:d2:4b:77:01:c5,WiFi-Arnet-6t96,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:55:48,7,-68,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
14:5b:d1:40:24:2e,Fibertel WiFi478,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,1,-74,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
7c:05:07:9e:10:8e,MAXIMO WIFI,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:55:48,1,-75,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
fc:f5:28:2f:08:d7,Luz arnet.,[WPA-PSK-CCMP][ESS],2014-01-27 22:55:48,11,-78,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
98:fc:11:d9:ff:00,Luz,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-27 22:55:48,6,-80,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
cc:7d:37:ee:8b:ca,Fibertel WiFi671,[WPA-PSK-TKIP][ESS],2014-01-27 22:55:48,11,-82,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
f8:d1:11:40:cf:5a,Nivel Uno 2A,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:55:48,4,-85,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
4c:72:b9:3c:84:cf,Fibertel WiFi666,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:55:48,1,-91,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
00:22:33:31:c3:51,Milton,[WEP][ESS],2014-01-27 22:55:48,11,-81,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
00:24:8c:79:8d:cc,MARIOWIFI,[WEP][ESS],2014-01-27 22:55:48,1,-88,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
56:e7:d1:fd:41:70,hpsetup,[IBSS],2014-01-27 22:55:48,6,-83,-34.59453336,-58.44387738,36.2999992370605,4,WIFI
72234_96_1844385,AR Personal,HSDPA;ar,2014-01-27 22:55:48,0,-91,-34.59453336,-58.44387738,36.2999992370605,4,GSM
d4:d1:84:c9:2d:6e,peky,[WPA-PSK-CCMP][ESS],2014-01-27 22:56:04,6,-71,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
5c:d9:98:fe:5a:86,Salvador,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:56:04,6,-75,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
c8:3a:35:2f:0b:a8,Tenda_2F0BA8,[WPA-PSK-CCMP][ESS],2014-01-27 22:56:04,1,-75,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
f8:d1:11:37:5d:48,AXION,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:56:04,11,-78,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
b0:48:7a:b5:1c:c6,caro_mar,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:56:04,4,-79,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
90:b1:34:8d:ea:ec,Fibertel WiFi267,[WPA-PSK-TKIP][ESS],2014-01-27 22:56:04,11,-80,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
00:1a:70:5e:9a:3d,Gonza,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:56:04,6,-84,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
b0:48:7a:f4:64:50,Estetica Plena SPA,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:56:04,1,-84,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
00:1e:58:c3:85:13,FAMILIA ALI COLOSIA,[WPA-PSK-TKIP][WPS][ESS],2014-01-27 22:56:04,6,-92,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
90:f6:52:c2:bf:74,AP-R-Atacama,[WEP][ESS],2014-01-27 22:56:04,7,-67,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
e0:69:95:2f:87:55,Telecentro-CORRIENTES,[WEP][ESS],2014-01-27 22:56:04,11,-93,-34.59471114,-58.44392524,35.5999984741211,4,WIFI
72234_83_2431925,AR Personal,HSDPA;ar,2014-01-27 22:56:04,0,-89,-34.59471114,-58.44392524,35.5999984741211,4,GSM
74:ea:3a:c8:8a:72,LALI,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][ESS],2014-01-27 22:56:19,6,-75,-34.59529618,-58.44480769,42.9000015258789,5,WIFI
b0:77:ac:55:8e:21,Fibertel WiFi187,[WPA-PSK-TKIP][ESS],2014-01-27 22:56:19,11,-76,-34.59529618,-58.44480769,42.9000015258789,5,WIFI
00:8c:54:f7:57:72,WiFi-Arnet-5925,[WPA-PSK-CCMP][ESS],2014-01-27 22:56:19,1,-77,-34.59529618,-58.44480769,42.9000015258789,5,WIFI
9c:d2:4b:7b:6f:d0,WiFi-Arnet-28z9,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:56:19,6,-81,-34.59529618,-58.44480769,42.9000015258789,5,WIFI
38:60:77:a5:a6:13,Telecentro-3d56,[WPA-PSK-TKIP][ESS],2014-01-27 22:56:19,1,-85,-34.59529618,-58.44480769,42.9000015258789,5,WIFI
3c:75:4a:f4:09:22,.: GeoSeo :.,[WEP][ESS],2014-01-27 22:56:19,11,-83,-34.59529618,-58.44480769,42.9000015258789,5,WIFI
00:1d:7e:d2:5f:51,linksys,[ESS],2014-01-27 22:56:19,6,-83,-34.59529618,-58.44480769,42.9000015258789,5,WIFI
90:f6:52:f0:56:24,AP-E-Atacama,[WEP][ESS],2014-01-27 22:56:35,7,-74,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
90:f6:52:c2:bf:74,AP-R-Atacama,[WEP][ESS],2014-01-27 22:56:35,7,-71,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
a4:7a:a4:f2:db:ce,Fibertel WiFi333,[WPA-PSK-TKIP][ESS],2014-01-27 22:56:35,1,-79,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
00:23:69:eb:d6:bb,Acceso-3,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:56:35,11,-81,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
e0:69:95:32:5b:ee,Telecentro-F95A,[WPA-PSK-TKIP][ESS],2014-01-27 22:56:35,1,-81,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
90:b1:34:8e:bc:bc,Fibertel Wifi NP,[WPA-PSK-TKIP][ESS],2014-01-27 22:56:35,11,-85,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
a4:52:6f:19:08:74,flia rodriguez,[WEP][ESS],2014-01-27 22:56:35,7,-81,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
f8:1a:67:d4:ab:e6,TP-LINK_D4ABE6,[WPS][ESS],2014-01-27 22:56:35,1,-81,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
d4:ca:6d:10:bf:82,BAGOWEXWiFi,[ESS],2014-01-27 22:56:35,9,-86,-34.59557271,-58.44523793,40.2999992370605,5,WIFI
72234_83_2431925,AR Personal,HSDPA;ar,2014-01-27 22:56:35,0,-83,-34.59557271,-58.44523793,40.2999992370605,5,GSM
a4:52:6f:1a:95:64,WiFi-Arnet-3159,[WPA-PSK-CCMP][ESS],2014-01-27 22:56:51,11,-79,-34.59555796,-58.4452183,40.2999992370605,3,WIFI
fc:f5:28:01:10:43,Martinfrad - Arnet,[WPA2-PSK-CCMP][ESS],2014-01-27 22:56:51,1,-81,-34.59555796,-58.4452183,40.2999992370605,3,WIFI
74:ea:3a:ac:11:42,Michi,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:56:51,4,-85,-34.59555796,-58.4452183,40.2999992370605,3,WIFI
c0:c1:c0:ee:be:cc,CasaAV,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:56:51,6,-85,-34.59555796,-58.4452183,40.2999992370605,3,WIFI
7c:bf:b1:cc:66:65,nico2013,[WPA-PSK-TKIP][ESS],2014-01-27 22:56:51,11,-91,-34.59555796,-58.4452183,40.2999992370605,3,WIFI
72234_83_2432925,AR Personal,HSDPA;ar,2014-01-27 22:56:51,0,-85,-34.59555796,-58.4452183,40.2999992370605,3,GSM
74:ea:3a:c8:8a:72,LALI,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][ESS],2014-01-27 22:57:06,6,-73,-34.59593321,-58.44583126,36.5999984741211,4,WIFI
00:1d:7e:d2:5f:51,linksys,[ESS],2014-01-27 22:57:06,6,-80,-34.59593321,-58.44583126,36.5999984741211,4,WIFI
a4:7a:a4:88:79:44,RYN,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:06,11,-75,-34.59593321,-58.44583126,36.5999984741211,4,WIFI
94:cc:b9:ab:f3:05,Fibertel WiFi491,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:06,1,-76,-34.59593321,-58.44583126,36.5999984741211,4,WIFI
68:7f:74:e1:32:73,linksys8822,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][WPS][ESS],2014-01-27 22:57:06,6,-81,-34.59593321,-58.44583126,36.5999984741211,4,WIFI
e0:69:95:92:ec:79,Telecentro-74be,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:06,6,-86,-34.59593321,-58.44583126,36.5999984741211,4,WIFI
c0:c1:c0:e1:26:85,JBJUSTO,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:57:06,11,-88,-34.59593321,-58.44583126,36.5999984741211,4,WIFI
3c:75:4a:a6:19:b4,Fibertel WiFi,[WEP][ESS],2014-01-27 22:57:06,1,-82,-34.59593321,-58.44583126,36.5999984741211,4,WIFI
a4:7a:a4:88:79:44,RYN,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:22,11,-75,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
94:cc:b9:ab:f3:05,Fibertel WiFi491,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:22,1,-76,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
68:7f:74:e1:32:73,linksys8822,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP-preauth][WPS][ESS],2014-01-27 22:57:22,6,-81,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
e0:69:95:92:ec:79,Telecentro-74be,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:22,6,-86,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
c0:c1:c0:e1:26:85,JBJUSTO,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 22:57:22,11,-88,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
3c:75:4a:a6:19:b4,Fibertel WiFi,[WEP][ESS],2014-01-27 22:57:22,1,-82,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
b4:b3:62:6d:c6:60,JAH,[WPA2-PSK-CCMP][ESS],2014-01-27 22:57:22,1,-82,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
7c:4f:b5:90:97:96,Vivo,[WPA-PSK-CCMP][ESS],2014-01-27 22:57:22,1,-83,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
94:cc:b9:7f:b9:24,ARMEN wifi,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:22,11,-83,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
14:5b:d1:98:03:48,Fibertel WiFi375,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:22,11,-83,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
90:b1:34:57:e4:6b,Fibertel WiFi593,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:22,10,-85,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
a4:52:6f:0a:08:54,WiFi-Arnet-8471,[WPA-PSK-CCMP][ESS],2014-01-27 22:57:22,6,-90,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
58:56:e8:f0:21:f8,Fibertel WiFi912,[WPA-PSK-TKIP+CCMP][ESS],2014-01-27 22:57:22,1,-91,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
00:18:f8:78:a7:31,linksys,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:22,6,-94,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
90:b1:34:8d:c7:8b,NOLAN WIFI,[WEP][ESS],2014-01-27 22:57:22,11,-96,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
00:0c:42:c9:6e:fa,BAGOWEXWiFi,[ESS],2014-01-27 22:57:22,3,-75,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
da:b1:2a:70:ac:7f,SETUP,[IBSS],2014-01-27 22:57:22,11,-88,-34.59697601,-58.4473032,33.7000007629395,3,WIFI
72234_83_2432925,AR Personal,HSDPA;ar,2014-01-27 22:57:22,0,-79,-34.59697601,-58.4473032,33.7000007629395,3,GSM
f8:1a:67:e7:2f:01,OCTUBRE,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:57:38,4,-78,-34.59706351,-58.44736052,35.2999992370605,3,WIFI
98:fc:11:d1:4b:2f,linksys,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-27 22:57:38,5,-88,-34.59706351,-58.44736052,35.2999992370605,3,WIFI
38:60:77:a4:00:31,Telecentro-136e,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:38,6,-91,-34.59706351,-58.44736052,35.2999992370605,3,WIFI
fc:f5:28:c4:c1:13,WiFi-Arnet-6454,[WPA2-PSK-CCMP][ESS],2014-01-27 22:57:38,1,-94,-34.59706351,-58.44736052,35.2999992370605,3,WIFI
74:ea:3a:a9:e4:64,MINILIFTSRL,[WEP][ESS],2014-01-27 22:57:38,1,-92,-34.59706351,-58.44736052,35.2999992370605,3,WIFI
7c:bf:b1:50:1a:f6,Fibertel WiFi600,[WPA-PSK-TKIP][ESS],2014-01-27 22:57:53,11,-85,-34.59706693,-58.44737114,38.2000007629395,4,WIFI
14:d6:4d:b1:d7:0e,agustin,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:57:53,6,-92,-34.59706693,-58.44737114,38.2000007629395,4,WIFI
a4:7a:a4:82:b1:f8,*Luquitas*,[WEP][ESS],2014-01-27 22:57:53,6,-88,-34.59706693,-58.44737114,38.2000007629395,4,WIFI
3c:75:4a:23:31:49,Lorena wi fi,[WEP][ESS],2014-01-27 22:57:53,6,-90,-34.59706693,-58.44737114,38.2000007629395,4,WIFI
fc:94:e3:96:fe:b1,Fibertel WiFi259,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:09,1,-87,-34.59728995,-58.44786155,34.0999984741211,4,WIFI
f4:ec:38:f3:07:ca,franco,[WPA-PSK-CCMP][WPS][ESS],2014-01-27 22:58:09,11,-91,-34.59728995,-58.44786155,34.0999984741211,4,WIFI
38:6b:bb:67:ce:19,Susan Wifi,[WPA-PSK-CCMP][ESS],2014-01-27 22:58:09,1,-93,-34.59728995,-58.44786155,34.0999984741211,4,WIFI
00:14:d1:b9:01:53,TRENDnet651,[WPS][ESS],2014-01-27 22:58:09,11,-94,-34.59728995,-58.44786155,34.0999984741211,4,WIFI
00:0c:42:c9:6e:fa,BAGOWEXWiFi,[ESS],2014-01-27 22:58:25,3,-84,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
14:d6:4d:b1:d7:0e,agustin,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 22:58:25,6,-87,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
fc:94:e3:96:fe:b1,Fibertel WiFi259,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:25,1,-87,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
f4:ec:38:f3:07:ca,franco,[WPA-PSK-CCMP][WPS][ESS],2014-01-27 22:58:25,11,-89,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
38:6b:bb:67:ce:19,Susan Wifi,[WPA-PSK-CCMP][ESS],2014-01-27 22:58:25,1,-93,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
00:14:d1:b9:01:53,TRENDnet651,[WPS][ESS],2014-01-27 22:58:25,11,-94,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
94:cc:b9:f9:00:11,Fibertel WiFi819,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:25,1,-77,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
cc:7d:37:f4:f0:5c,Fibertel WiFi701,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:25,1,-86,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
b0:48:7a:a3:74:68,CFK 2011,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 22:58:25,1,-88,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
74:56:12:36:f3:3f,barito,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:25,6,-91,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
20:cf:30:4e:2f:da,CLUSTER soluciones digitales,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:25,1,-93,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
50:67:f0:a5:5f:ff,gracielal,[WEP][ESS],2014-01-27 22:58:25,11,-96,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
00:24:a1:b4:d1:09,Fibertel WiFi079,[ESS],2014-01-27 22:58:25,1,-83,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
00:14:a5:8a:e2:1f,Motorola,[ESS],2014-01-27 22:58:25,1,-85,-34.59840746,-58.44943288,31.2000007629395,3,WIFI
72234_83_2432925,AR Personal,HSDPA;ar,2014-01-27 22:58:25,0,-79,-34.59840746,-58.44943288,31.2000007629395,3,GSM
90:b1:34:58:83:f5,Fiber3100,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:40,6,-84,-34.59855317,-58.44966988,30.6000003814697,4,WIFI
94:cc:b9:f8:75:8f,Fibertel WiFi783,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:40,1,-85,-34.59855317,-58.44966988,30.6000003814697,4,WIFI
cc:7d:37:f5:84:80,santos,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:40,1,-85,-34.59855317,-58.44966988,30.6000003814697,4,WIFI
e8:40:f2:34:06:5e,meneses wifi,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:40,6,-85,-34.59855317,-58.44966988,30.6000003814697,4,WIFI
98:fc:11:dc:2f:69,TvPublica,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-27 22:58:40,9,-91,-34.59855317,-58.44966988,30.6000003814697,4,WIFI
38:60:77:a7:59:5c,Telecentro-99D0,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:40,11,-97,-34.59855317,-58.44966988,30.6000003814697,4,WIFI
70:71:bc:e5:60:41,Telecentro-91b8,[ESS],2014-01-27 22:58:40,6,-82,-34.59855317,-58.44966988,30.6000003814697,4,WIFI
72234_83_2431938,AR Personal,HSDPA;ar,2014-01-27 22:58:40,0,-71,-34.59855317,-58.44966988,30.6000003814697,4,GSM
94:cc:b9:f9:00:11,Fibertel WiFi819,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:56,1,-78,-34.59952422,-58.45105071,29.2999992370605,4,WIFI
50:67:f0:a5:5f:ff,gracielal,[WEP][ESS],2014-01-27 22:58:56,11,-96,-34.59952422,-58.45105071,29.2999992370605,4,WIFI
00:14:a5:8a:e2:1f,Motorola,[ESS],2014-01-27 22:58:56,1,-80,-34.59952422,-58.45105071,29.2999992370605,4,WIFI
90:b1:34:58:83:f5,Fiber3100,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:56,6,-84,-34.59952422,-58.45105071,29.2999992370605,4,WIFI
94:cc:b9:f8:75:8f,Fibertel WiFi783,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:56,1,-85,-34.59952422,-58.45105071,29.2999992370605,4,WIFI
cc:7d:37:f5:84:80,santos,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:56,1,-85,-34.59952422,-58.45105071,29.2999992370605,4,WIFI
e8:40:f2:34:06:5e,meneses wifi,[WPA-PSK-TKIP][ESS],2014-01-27 22:58:56,6,-85,-34.59952422,-58.45105071,29.2999992370605,4,WIFI
98:fc:11:dc:2f:69,TvPublica,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-27 22:58:56,9,-91,-34.59952422,-58.45105071,29.2999992370605,4,WIFI
